Date,Product,Category,Quantity,Unit_Price,Total_Sales,Customer_Type,Payment,City
2026-01-10,Bread,Bakery,3,40,120,Member,UPI,Mandya
2026-03-12,Soap,Personal Care,7,35,245,Normal,Card,Mandya
2026-04-22,Sugar,Grocery,1,45,45,Normal,Cash,Hassan
2026-06-12,Eggs,Dairy,7,7,49,Normal,Net Banking,Tumkur
2026-10-15,Soap,Personal Care,1,35,35,Normal,Cash,Bangalore
2026-05-20,Coffee,Beverages,5,150,750,Normal,Cash,Mandya
2026-06-25,Soap,Personal Care,10,35,350,Member,Cash,Bangalore
2026-08-24,Shampoo,Personal Care,10,120,1200,Normal,Card,Tumkur
2026-08-20,Sugar,Grocery,3,45,135,Member,Net Banking,Tumkur
2026-04-25,Soap,Personal Care,9,35,315,Member,UPI,Mandya
2026-03-23,Juice,Beverages,6,80,480,Normal,Net Banking,Mandya
2026-07-01,Rice,Grocery,2,60,120,Member,UPI,Tumkur
2026-02-19,Juice,Beverages,5,80,400,Normal,Card,Bangalore
2026-06-02,Sugar,Grocery,6,45,270,Normal,Card,Mysore
2026-07-01,Milk,Dairy,10,30,300,Normal,Card,Mysore
2026-01-03,Rice,Grocery,8,60,480,Normal,Net Banking,Mandya
2026-12-15,Sugar,Grocery,3,45,135,Member,Cash,Hassan
2026-12-31,Milk,Dairy,6,30,180,Normal,Card,Tumkur
2026-01-08,Milk,Dairy,3,30,90,Member,UPI,Hassan
2026-08-10,Bread,Bakery,9,40,360,Member,UPI,Mandya
2026-03-13,Juice,Beverages,7,80,560,Normal,Net Banking,Bangalore
2026-08-19,Biscuits,Snacks,2,20,40,Normal,Cash,Hassan
2026-03-31,Juice,Beverages,9,80,720,Member,Cash,Mysore
2026-10-24,Rice,Grocery,7,60,420,Normal,Card,Hassan
2026-09-12,Bread,Bakery,4,40,160,Member,Cash,Bangalore
2026-09-29,Biscuits,Snacks,7,20,140,Member,Card,Tumkur
2026-02-03,Milk,Dairy,4,30,120,Member,UPI,Tumkur
2026-09-02,Soap,Personal Care,3,35,105,Member,UPI,Mandya
2026-10-12,Juice,Beverages,3,80,240,Member,Net Banking,Tumkur
2026-03-18,Coffee,Beverages,4,150,600,Normal,Net Banking,Tumkur
2026-01-13,Soap,Personal Care,3,35,105,Normal,Card,Hassan
2026-09-20,Shampoo,Personal Care,2,120,240,Member,Card,Tumkur
2026-06-25,Soap,Personal Care,8,35,280,Member,Card,Tumkur
2026-10-09,Milk,Dairy,9,30,270,Member,Card,Tumkur
2026-02-22,Shampoo,Personal Care,1,120,120,Member,Net Banking,Hassan
2026-02-20,Biscuits,Snacks,8,20,160,Member,Cash,Mysore
2026-03-12,Biscuits,Snacks,10,20,200,Normal,Net Banking,Mandya
2026-07-06,Shampoo,Personal Care,9,120,1080,Member,Card,Tumkur
2026-06-13,Biscuits,Snacks,4,20,80,Normal,Card,Hassan
2026-07-30,Bread,Bakery,8,40,320,Normal,Cash,Mysore
2026-07-19,Biscuits,Snacks,10,20,200,Member,UPI,Mysore
2026-12-24,Coffee,Beverages,9,150,1350,Normal,UPI,Bangalore
2026-05-13,Sugar,Grocery,9,45,405,Member,Cash,Bangalore
2026-04-05,Eggs,Dairy,6,7,42,Member,Card,Mandya
2026-10-18,Juice,Beverages,9,80,720,Normal,Cash,Hassan
2026-08-01,Shampoo,Personal Care,4,120,480,Member,Cash,Mandya
2026-08-25,Soap,Personal Care,9,35,315,Normal,Cash,Bangalore
2026-05-22,Bread,Bakery,3,40,120,Normal,Net Banking,Mysore
2026-06-14,Biscuits,Snacks,8,20,160,Member,Cash,Mysore
2026-05-11,Soap,Personal Care,2,35,70,Member,UPI,Hassan
2026-04-12,Shampoo,Personal Care,7,120,840,Normal,Card,Hassan
2026-05-02,Sugar,Grocery,9,45,405,Member,Card,Tumkur
2026-01-07,Sugar,Grocery,6,45,270,Normal,UPI,Mysore
2026-01-02,Eggs,Dairy,9,7,63,Member,Net Banking,Hassan
2026-07-01,Coffee,Beverages,2,150,300,Member,Card,Hassan
2026-12-07,Milk,Dairy,7,30,210,Member,Net Banking,Hassan
2026-09-18,Rice,Grocery,7,60,420,Normal,Cash,Mandya
2026-09-08,Eggs,Dairy,5,7,35,Member,Net Banking,Bangalore
2026-01-05,Rice,Grocery,9,60,540,Member,Card,Hassan
2026-12-20,Sugar,Grocery,5,45,225,Member,UPI,Tumkur
2026-10-06,Shampoo,Personal Care,2,120,240,Member,Card,Hassan
2026-01-01,Shampoo,Personal Care,7,120,840,Member,UPI,Bangalore
2026-04-06,Coffee,Beverages,4,150,600,Member,Cash,Mandya
2026-03-12,Eggs,Dairy,5,7,35,Normal,UPI,Tumkur
2026-01-06,Coffee,Beverages,6,150,900,Normal,UPI,Hassan
2026-09-17,Eggs,Dairy,7,7,49,Normal,UPI,Hassan
2026-04-22,Sugar,Grocery,6,45,270,Member,Card,Mandya
2026-07-02,Shampoo,Personal Care,6,120,720,Normal,Cash,Bangalore
2026-05-22,Juice,Beverages,8,80,640,Member,Cash,Bangalore
2026-08-01,Rice,Grocery,8,60,480,Member,UPI,Mandya
2026-03-12,Rice,Grocery,2,60,120,Normal,UPI,Mysore
2026-07-29,Soap,Personal Care,10,35,350,Normal,Cash,Mysore
2026-05-20,Coffee,Beverages,2,150,300,Normal,Cash,Mysore
2026-06-26,Biscuits,Snacks,4,20,80,Normal,Card,Mandya
2026-05-31,Juice,Beverages,2,80,160,Normal,Net Banking,Tumkur
2026-09-25,Eggs,Dairy,2,7,14,Normal,Card,Mysore
2026-08-12,Soap,Personal Care,4,35,140,Member,Card,Mysore
2026-10-12,Sugar,Grocery,10,45,450,Normal,Card,Mysore
2026-02-16,Soap,Personal Care,5,35,175,Normal,Net Banking,Bangalore
2026-06-29,Juice,Beverages,1,80,80,Member,Cash,Bangalore
2026-02-13,Coffee,Beverages,1,150,150,Normal,Net Banking,Mandya
2026-06-11,Sugar,Grocery,1,45,45,Member,Cash,Mandya
2026-11-20,Milk,Dairy,6,30,180,Member,Net Banking,Mysore
2026-05-20,Shampoo,Personal Care,3,120,360,Normal,Net Banking,Mysore
2026-04-15,Bread,Bakery,8,40,320,Normal,Card,Tumkur
2026-12-29,Rice,Grocery,4,60,240,Normal,Net Banking,Mandya
2026-01-03,Biscuits,Snacks,9,20,180,Normal,Card,Bangalore
2026-06-01,Rice,Grocery,9,60,540,Member,Net Banking,Mysore
2026-04-26,Coffee,Beverages,9,150,1350,Normal,UPI,Mysore
2026-11-07,Milk,Dairy,7,30,210,Member,Card,Tumkur
2026-07-07,Coffee,Beverages,1,150,150,Member,Net Banking,Tumkur
2026-12-23,Shampoo,Personal Care,8,120,960,Normal,Net Banking,Mandya
2026-02-13,Soap,Personal Care,2,35,70,Normal,UPI,Bangalore
2026-12-27,Sugar,Grocery,9,45,405,Normal,UPI,Tumkur
2026-02-10,Biscuits,Snacks,10,20,200,Normal,UPI,Tumkur
2026-05-25,Shampoo,Personal Care,5,120,600,Member,Card,Mandya
2026-06-29,Shampoo,Personal Care,7,120,840,Normal,Card,Mysore
2026-03-07,Shampoo,Personal Care,10,120,1200,Normal,Card,Tumkur
2026-03-26,Rice,Grocery,2,60,120,Member,Card,Tumkur
2026-05-01,Milk,Dairy,2,30,60,Member,Cash,Mandya
2026-05-12,Biscuits,Snacks,4,20,80,Member,Card,Hassan
2026-03-06,Bread,Bakery,7,40,280,Normal,Card,Bangalore
2026-02-26,Juice,Beverages,10,80,800,Normal,Card,Hassan
2026-04-16,Soap,Personal Care,2,35,70,Member,Card,Mandya
2026-09-26,Biscuits,Snacks,9,20,180,Normal,UPI,Tumkur
2026-03-07,Shampoo,Personal Care,4,120,480,Normal,Cash,Tumkur
2026-11-15,Biscuits,Snacks,5,20,100,Normal,Cash,Bangalore
2026-01-18,Bread,Bakery,9,40,360,Normal,Card,Bangalore
2026-12-31,Sugar,Grocery,7,45,315,Normal,Net Banking,Mandya
2026-07-29,Soap,Personal Care,6,35,210,Normal,UPI,Mandya
2026-09-29,Soap,Personal Care,9,35,315,Member,Card,Mysore
2026-05-21,Coffee,Beverages,1,150,150,Member,Net Banking,Bangalore
2026-09-16,Coffee,Beverages,5,150,750,Member,UPI,Hassan
2026-08-06,Bread,Bakery,10,40,400,Member,UPI,Hassan
2026-07-01,Rice,Grocery,9,60,540,Member,UPI,Hassan
2026-01-01,Coffee,Beverages,7,150,1050,Member,Cash,Bangalore
2026-10-04,Eggs,Dairy,10,7,70,Member,Cash,Hassan
2026-12-21,Shampoo,Personal Care,9,120,1080,Member,Net Banking,Mandya
2026-09-18,Bread,Bakery,3,40,120,Member,UPI,Tumkur
2026-08-23,Biscuits,Snacks,5,20,100,Member,UPI,Hassan
2026-03-05,Bread,Bakery,3,40,120,Member,UPI,Mysore
2026-03-03,Bread,Bakery,5,40,200,Normal,Card,Mysore
2026-10-13,Bread,Bakery,9,40,360,Member,Card,Hassan
2026-10-29,Juice,Beverages,4,80,320,Normal,UPI,Mandya
2026-11-14,Juice,Beverages,4,80,320,Member,Card,Bangalore
2026-05-22,Juice,Beverages,5,80,400,Member,Net Banking,Mysore
2026-04-29,Milk,Dairy,2,30,60,Normal,Cash,Hassan
2026-04-01,Sugar,Grocery,9,45,405,Member,Card,Bangalore
2026-10-30,Rice,Grocery,9,60,540,Member,UPI,Mysore
2026-02-15,Bread,Bakery,2,40,80,Normal,UPI,Mandya
2026-04-11,Shampoo,Personal Care,5,120,600,Normal,Net Banking,Hassan
2026-07-29,Coffee,Beverages,10,150,1500,Member,Cash,Mandya
2026-07-28,Bread,Bakery,4,40,160,Normal,Card,Mysore
2026-08-25,Juice,Beverages,6,80,480,Member,UPI,Tumkur
2026-10-16,Milk,Dairy,7,30,210,Normal,UPI,Mysore
2026-02-12,Rice,Grocery,7,60,420,Normal,Net Banking,Bangalore
2026-12-19,Biscuits,Snacks,10,20,200,Member,Net Banking,Bangalore
2026-12-07,Biscuits,Snacks,3,20,60,Normal,Cash,Bangalore
2026-04-03,Eggs,Dairy,7,7,49,Normal,Card,Tumkur
2026-04-15,Soap,Personal Care,6,35,210,Normal,Net Banking,Mysore
2026-04-12,Shampoo,Personal Care,3,120,360,Normal,Cash,Bangalore
2026-06-14,Sugar,Grocery,10,45,450,Normal,Net Banking,Tumkur
2026-10-26,Shampoo,Personal Care,10,120,1200,Normal,Cash,Mysore
2026-02-23,Coffee,Beverages,4,150,600,Member,Net Banking,Bangalore
2026-12-05,Shampoo,Personal Care,1,120,120,Normal,Card,Tumkur
2026-05-27,Milk,Dairy,1,30,30,Normal,Cash,Bangalore
2026-09-05,Biscuits,Snacks,10,20,200,Member,UPI,Hassan
2026-11-19,Juice,Beverages,2,80,160,Member,UPI,Tumkur
2026-04-05,Biscuits,Snacks,7,20,140,Member,UPI,Bangalore
2026-07-24,Bread,Bakery,10,40,400,Member,Card,Mysore
2026-01-29,Biscuits,Snacks,3,20,60,Member,UPI,Hassan
2026-06-27,Juice,Beverages,1,80,80,Normal,Card,Tumkur
2026-07-09,Sugar,Grocery,6,45,270,Member,Net Banking,Mysore
2026-01-10,Biscuits,Snacks,7,20,140,Member,Cash,Bangalore
2026-05-02,Eggs,Dairy,5,7,35,Normal,Net Banking,Hassan
2026-10-12,Biscuits,Snacks,9,20,180,Normal,Card,Hassan
2026-04-11,Milk,Dairy,3,30,90,Member,Cash,Tumkur
2026-04-09,Bread,Bakery,10,40,400,Normal,Net Banking,Bangalore
2026-07-21,Biscuits,Snacks,5,20,100,Normal,Net Banking,Tumkur
2026-04-20,Shampoo,Personal Care,9,120,1080,Member,UPI,Tumkur
2026-12-11,Milk,Dairy,5,30,150,Member,Net Banking,Hassan
2026-10-05,Soap,Personal Care,8,35,280,Normal,UPI,Mandya
2026-07-29,Sugar,Grocery,5,45,225,Member,UPI,Mysore
2026-12-24,Shampoo,Personal Care,10,120,1200,Normal,UPI,Hassan
2026-11-25,Soap,Personal Care,1,35,35,Member,Card,Tumkur
2026-01-13,Soap,Personal Care,1,35,35,Normal,UPI,Bangalore
2026-11-10,Rice,Grocery,10,60,600,Normal,Cash,Bangalore
2026-03-05,Bread,Bakery,7,40,280,Member,Card,Mandya
2026-08-25,Milk,Dairy,2,30,60,Normal,Card,Tumkur
2026-12-31,Sugar,Grocery,1,45,45,Member,UPI,Bangalore
2026-06-28,Milk,Dairy,10,30,300,Member,Cash,Mandya
2026-10-04,Milk,Dairy,4,30,120,Member,Net Banking,Hassan
2026-09-25,Sugar,Grocery,2,45,90,Normal,Cash,Mandya
2026-01-09,Soap,Personal Care,9,35,315,Member,Cash,Hassan
2026-03-10,Coffee,Beverages,10,150,1500,Member,Net Banking,Bangalore
2026-05-16,Sugar,Grocery,9,45,405,Member,Net Banking,Hassan
2026-06-08,Biscuits,Snacks,6,20,120,Normal,Net Banking,Tumkur
2026-04-11,Rice,Grocery,1,60,60,Normal,UPI,Mandya
2026-05-27,Sugar,Grocery,2,45,90,Member,Card,Bangalore
2026-07-20,Sugar,Grocery,10,45,450,Member,Net Banking,Mandya
2026-10-19,Biscuits,Snacks,1,20,20,Normal,UPI,Tumkur
2026-05-08,Bread,Bakery,1,40,40,Normal,Cash,Mandya
2026-10-18,Milk,Dairy,6,30,180,Member,Net Banking,Mandya
2026-02-26,Juice,Beverages,2,80,160,Normal,Card,Tumkur
2026-05-10,Bread,Bakery,10,40,400,Member,Net Banking,Bangalore
2026-04-09,Milk,Dairy,4,30,120,Member,Net Banking,Mysore
2026-07-24,Eggs,Dairy,10,7,70,Normal,Card,Hassan
2026-09-09,Sugar,Grocery,1,45,45,Normal,UPI,Hassan
2026-05-30,Rice,Grocery,7,60,420,Member,UPI,Mysore
2026-11-03,Sugar,Grocery,5,45,225,Normal,Cash,Bangalore
2026-03-24,Eggs,Dairy,7,7,49,Member,Cash,Hassan
2026-02-10,Sugar,Grocery,9,45,405,Member,Card,Mandya
2026-10-02,Juice,Beverages,8,80,640,Normal,UPI,Tumkur
2026-12-07,Juice,Beverages,3,80,240,Member,UPI,Mysore
2026-08-25,Rice,Grocery,9,60,540,Member,Net Banking,Hassan
2026-11-15,Soap,Personal Care,2,35,70,Member,Card,Hassan
2026-06-11,Juice,Beverages,6,80,480,Member,Net Banking,Mandya
2026-11-25,Shampoo,Personal Care,3,120,360,Normal,Card,Mysore
2026-10-11,Milk,Dairy,10,30,300,Member,Cash,Mysore
2026-02-05,Milk,Dairy,6,30,180,Normal,Net Banking,Mandya
2026-03-26,Soap,Personal Care,3,35,105,Normal,Net Banking,Hassan
2026-04-02,Soap,Personal Care,3,35,105,Normal,Cash,Hassan
2026-05-29,Milk,Dairy,6,30,180,Member,Cash,Mysore
2026-07-31,Milk,Dairy,5,30,150,Member,UPI,Hassan
2026-07-30,Milk,Dairy,3,30,90,Member,Card,Mysore
2026-04-22,Sugar,Grocery,2,45,90,Normal,Card,Mandya
2026-04-09,Coffee,Beverages,9,150,1350,Normal,Cash,Tumkur
2026-02-09,Bread,Bakery,7,40,280,Normal,Net Banking,Mysore
2026-07-31,Soap,Personal Care,7,35,245,Normal,Cash,Hassan
2026-01-19,Eggs,Dairy,3,7,21,Normal,UPI,Mysore
2026-11-21,Coffee,Beverages,7,150,1050,Member,Cash,Tumkur
2026-09-29,Shampoo,Personal Care,7,120,840,Member,Card,Mandya
2026-12-10,Rice,Grocery,9,60,540,Normal,Cash,Mandya
2026-06-10,Biscuits,Snacks,8,20,160,Member,UPI,Bangalore
2026-01-15,Juice,Beverages,9,80,720,Normal,UPI,Hassan
2026-12-30,Sugar,Grocery,7,45,315,Member,Cash,Mandya
2026-05-18,Soap,Personal Care,7,35,245,Member,Net Banking,Hassan
2026-07-18,Biscuits,Snacks,7,20,140,Member,Net Banking,Mysore
2026-08-15,Eggs,Dairy,1,7,7,Normal,Net Banking,Mandya
2026-02-15,Juice,Beverages,5,80,400,Normal,Net Banking,Hassan
2026-06-24,Rice,Grocery,8,60,480,Normal,Card,Hassan
2026-11-17,Coffee,Beverages,9,150,1350,Normal,UPI,Tumkur
2026-09-30,Soap,Personal Care,7,35,245,Normal,Cash,Bangalore
2026-03-09,Bread,Bakery,7,40,280,Normal,UPI,Bangalore
2026-03-24,Biscuits,Snacks,9,20,180,Normal,Cash,Mysore
2026-09-18,Bread,Bakery,2,40,80,Member,UPI,Mysore
2026-07-25,Biscuits,Snacks,7,20,140,Normal,UPI,Tumkur
2026-01-28,Biscuits,Snacks,4,20,80,Normal,UPI,Mysore
2026-05-13,Milk,Dairy,5,30,150,Normal,UPI,Mysore
2026-02-17,Bread,Bakery,5,40,200,Normal,Net Banking,Hassan
